model-1579336059,1579336093.192,0.62,0.2196,0.53,0.2634,6
model-1579336059,1579336093.335,0.64,0.1788,0.59,0.2403,6
model-1579336059,1579336093.485,0.7,0.1467,0.69,0.2071,6
model-1579336059,1579336093.642,0.84,0.1349,0.75,0.1954,6
model-1579336059,1579336093.797,0.84,0.1194,0.75,0.1915,6
model-1579336059,1579336093.952,0.86,0.1335,0.75,0.1903,6
model-1579336059,1579336094.108,0.9,0.1059,0.75,0.1893,6
model-1579336059,1579336094.262,0.88,0.0965,0.72,0.1936,6
model-1579336059,1579336094.416,0.92,0.0933,0.72,0.1992,6
model-1579336059,1579336094.568,0.76,0.151,0.72,0.2044,6
model-1579336059,1579336094.714,0.86,0.0938,0.75,0.197,6
model-1579336059,1579336094.86,0.84,0.1231,0.75,0.1983,6
model-1579336059,1579336095.002,0.84,0.1099,0.75,0.2021,6
model-1579336059,1579336095.149,0.74,0.1993,0.69,0.2114,6
model-1579336059,1579336095.291,0.82,0.1226,0.69,0.2262,6
model-1579336059,1579336095.437,0.76,0.1472,0.66,0.2478,6
model-1579336059,1579336095.585,0.76,0.1684,0.66,0.2465,6
model-1579336059,1579336095.729,0.82,0.1259,0.66,0.2146,6
model-1579336059,1579336095.878,0.82,0.1056,0.72,0.1975,6
model-1579336059,1579336096.022,0.76,0.1381,0.78,0.2018,6
model-1579336059,1579336096.165,0.86,0.1168,0.69,0.2024,6
model-1579336059,1579336096.311,0.82,0.1376,0.62,0.2201,6
model-1579336059,1579336096.458,0.86,0.1027,0.59,0.2445,6
model-1579336059,1579336096.601,0.86,0.1022,0.5,0.2587,6
model-1579336059,1579336096.747,0.8,0.1244,0.5,0.2568,6
model-1579336059,1579336096.891,0.8,0.1207,0.69,0.2216,6
model-1579336059,1579336097.033,0.94,0.0738,0.69,0.199,6
model-1579336059,1579336097.181,0.84,0.1168,0.72,0.1881,6
model-1579336059,1579336097.325,0.8,0.1507,0.72,0.1888,6
model-1579336059,1579336097.468,0.82,0.1211,0.69,0.1882,6
model-1579336059,1579336097.61,0.88,0.104,0.72,0.1939,6
model-1579336059,1579336097.757,0.86,0.1037,0.72,0.197,6
model-1579336059,1579336097.916,0.92,0.0877,0.72,0.1957,6
model-1579336059,1579336098.077,0.82,0.1302,0.72,0.1905,6
model-1579336059,1579336098.208,0.8,0.1464,0.78,0.1906,6
model-1579336059,1579336098.373,0.9,0.109,0.75,0.1893,7
model-1579336059,1579336098.528,0.86,0.1034,0.72,0.1925,7
model-1579336059,1579336098.688,0.74,0.1983,0.69,0.219,7
model-1579336059,1579336098.847,0.8,0.1163,0.66,0.2136,7
model-1579336059,1579336099.005,0.78,0.118,0.75,0.1959,7
model-1579336059,1579336099.159,0.86,0.1186,0.75,0.1935,7
model-1579336059,1579336099.302,0.86,0.0838,0.75,0.1928,7
model-1579336059,1579336099.445,0.84,0.1202,0.78,0.1893,7
model-1579336059,1579336099.597,0.92,0.0993,0.75,0.1874,7
model-1579336059,1579336099.758,0.88,0.0842,0.72,0.1885,7
model-1579336059,1579336099.918,0.9,0.0825,0.75,0.1874,7
model-1579336059,1579336100.075,0.84,0.1179,0.75,0.1843,7
model-1579336059,1579336100.228,0.96,0.0621,0.78,0.1852,7
model-1579336059,1579336100.383,0.84,0.1083,0.75,0.1891,7
model-1579336059,1579336100.538,0.88,0.0985,0.78,0.1849,7
model-1579336059,1579336100.681,0.76,0.1621,0.75,0.1852,7
model-1579336059,1579336100.825,0.84,0.1157,0.72,0.2082,7
model-1579336059,1579336100.967,0.84,0.1393,0.66,0.2354,7
model-1579336059,1579336101.109,0.78,0.1658,0.62,0.2338,7
model-1579336059,1579336101.269,0.82,0.1258,0.75,0.1989,7
model-1579336059,1579336101.428,0.84,0.0991,0.72,0.1757,7
model-1579336059,1579336101.589,0.86,0.1178,0.75,0.2039,7
model-1579336059,1579336101.746,0.88,0.1142,0.72,0.2266,7
model-1579336059,1579336101.904,0.8,0.162,0.75,0.2007,7
model-1579336059,1579336102.065,0.86,0.1049,0.72,0.1827,7
model-1579336059,1579336102.225,0.86,0.1116,0.69,0.2014,7
model-1579336059,1579336102.385,0.84,0.1101,0.59,0.2548,7
model-1579336059,1579336102.531,0.86,0.1139,0.56,0.2832,7
model-1579336059,1579336102.675,0.88,0.0936,0.56,0.279,7
model-1579336059,1579336102.817,0.7,0.187,0.62,0.2251,7
model-1579336059,1579336102.96,0.78,0.138,0.75,0.1928,7
model-1579336059,1579336103.103,0.84,0.1018,0.75,0.1836,7
model-1579336059,1579336103.246,0.78,0.1186,0.69,0.1875,7
model-1579336059,1579336103.388,0.82,0.1138,0.69,0.1897,7
model-1579336059,1579336103.53,0.86,0.0975,0.69,0.188,7
model-1579336059,1579336103.672,0.88,0.1133,0.75,0.1876,7
model-1579336059,1579336103.789,0.74,0.1539,0.72,0.1859,7
model-1579336059,1579336103.933,0.82,0.1342,0.75,0.1823,8
model-1579336059,1579336104.076,0.86,0.1032,0.75,0.189,8
model-1579336059,1579336104.218,0.78,0.1748,0.69,0.2151,8
model-1579336059,1579336104.361,0.84,0.0914,0.62,0.2412,8
model-1579336059,1579336104.504,0.78,0.135,0.62,0.2455,8
model-1579336059,1579336104.646,0.86,0.0993,0.62,0.2454,8
model-1579336059,1579336104.788,0.88,0.0972,0.66,0.229,8
model-1579336059,1579336104.931,0.82,0.1334,0.75,0.1927,8
model-1579336059,1579336105.074,0.92,0.076,0.72,0.1796,8
model-1579336059,1579336105.218,0.94,0.065,0.78,0.1802,8
model-1579336059,1579336105.361,0.9,0.0809,0.78,0.1809,8
model-1579336059,1579336105.504,0.84,0.1022,0.78,0.1786,8
model-1579336059,1579336105.647,1.0,0.0451,0.75,0.1819,8
model-1579336059,1579336105.79,0.92,0.0819,0.72,0.1879,8
model-1579336059,1579336105.933,0.84,0.1158,0.78,0.182,8
model-1579336059,1579336106.077,0.8,0.138,0.78,0.1849,8
model-1579336059,1579336106.219,0.84,0.1132,0.75,0.1875,8
model-1579336059,1579336106.361,0.8,0.1359,0.78,0.1821,8
model-1579336059,1579336106.503,0.82,0.141,0.81,0.182,8
model-1579336059,1579336106.646,0.9,0.0727,0.72,0.1948,8
model-1579336059,1579336106.788,0.84,0.0929,0.72,0.2008,8
model-1579336059,1579336106.933,0.86,0.1184,0.69,0.1943,8
model-1579336059,1579336107.086,0.92,0.0709,0.75,0.1934,8
model-1579336059,1579336107.23,0.9,0.0815,0.72,0.1956,8
model-1579336059,1579336107.378,0.92,0.0681,0.72,0.1982,8
model-1579336059,1579336107.53,0.84,0.1128,0.75,0.1974,8
model-1579336059,1579336107.678,0.88,0.1193,0.69,0.2058,8
model-1579336059,1579336107.823,0.88,0.0679,0.69,0.2101,8
model-1579336059,1579336107.965,0.92,0.0541,0.72,0.2144,8
model-1579336059,1579336108.111,0.84,0.1151,0.72,0.2035,8
model-1579336059,1579336108.258,0.84,0.0929,0.69,0.1882,8
model-1579336059,1579336108.401,0.9,0.0569,0.75,0.1768,8
model-1579336059,1579336108.543,0.84,0.0952,0.72,0.1722,8
model-1579336059,1579336108.686,0.9,0.0692,0.75,0.1873,8
model-1579336059,1579336108.829,0.94,0.0624,0.69,0.1998,8
model-1579336059,1579336108.975,0.92,0.0746,0.69,0.2095,8
model-1579336059,1579336109.093,0.83,0.1199,0.69,0.1966,8
model-1579336059,1579336109.24,0.88,0.1078,0.72,0.17,9
model-1579336059,1579336109.383,0.88,0.1028,0.84,0.16,9
model-1579336059,1579336109.526,0.82,0.124,0.72,0.1784,9
model-1579336059,1579336109.668,0.86,0.081,0.72,0.1872,9
model-1579336059,1579336109.813,0.8,0.1022,0.72,0.1763,9
model-1579336059,1579336109.955,0.9,0.0708,0.78,0.1696,9
model-1579336059,1579336110.098,0.9,0.0754,0.81,0.158,9
model-1579336059,1579336110.243,0.92,0.0732,0.78,0.1465,9
model-1579336059,1579336110.386,0.94,0.0669,0.84,0.149,9
model-1579336059,1579336110.528,0.94,0.0402,0.78,0.1495,9
model-1579336059,1579336110.672,0.92,0.0582,0.78,0.1521,9
model-1579336059,1579336110.814,0.94,0.0732,0.78,0.1499,9
model-1579336059,1579336110.957,0.98,0.0386,0.78,0.1524,9
model-1579336059,1579336111.1,0.92,0.0746,0.81,0.1541,9
model-1579336059,1579336111.245,0.92,0.0668,0.81,0.1548,9
model-1579336059,1579336111.392,0.84,0.1066,0.84,0.1531,9
model-1579336059,1579336111.535,0.9,0.0787,0.84,0.1519,9
model-1579336059,1579336111.678,0.88,0.0892,0.88,0.1502,9
model-1579336059,1579336111.821,0.84,0.1095,0.91,0.1465,9
model-1579336059,1579336111.963,0.94,0.0466,0.84,0.1453,9
model-1579336059,1579336112.106,0.92,0.0697,0.84,0.1548,9
model-1579336059,1579336112.249,0.88,0.0695,0.72,0.1784,9
model-1579336059,1579336112.393,0.94,0.0631,0.72,0.189,9
model-1579336059,1579336112.539,0.92,0.0647,0.75,0.1782,9
model-1579336059,1579336112.682,0.94,0.0376,0.78,0.1658,9
model-1579336059,1579336112.824,0.92,0.0566,0.78,0.1622,9
model-1579336059,1579336112.967,0.88,0.098,0.72,0.1838,9
model-1579336059,1579336113.111,0.92,0.0587,0.72,0.1913,9
model-1579336059,1579336113.254,0.98,0.0359,0.72,0.1914,9
model-1579336059,1579336113.396,0.88,0.0775,0.72,0.1762,9
model-1579336059,1579336113.546,0.94,0.0525,0.75,0.1567,9
model-1579336059,1579336113.705,1.0,0.022,0.84,0.1461,9
model-1579336059,1579336113.857,0.9,0.0739,0.84,0.1408,9
model-1579336059,1579336113.999,0.98,0.0355,0.78,0.1546,9
model-1579336059,1579336114.143,0.98,0.0392,0.72,0.1699,9
model-1579336059,1579336114.286,0.94,0.0537,0.72,0.1869,9
model-1579336059,1579336114.414,0.89,0.0941,0.72,0.188,9
model-1579336059,1579336114.574,0.92,0.072,0.81,0.1642,10
model-1579336059,1579336114.732,0.92,0.0718,0.81,0.1491,10
model-1579336059,1579336114.882,0.86,0.1022,0.78,0.1429,10
model-1579336059,1579336115.024,0.96,0.041,0.84,0.1551,10
model-1579336059,1579336115.167,0.9,0.0795,0.84,0.1617,10
model-1579336059,1579336115.317,0.92,0.0571,0.84,0.1605,10
model-1579336059,1579336115.477,0.92,0.0708,0.75,0.1484,10
model-1579336059,1579336115.634,0.96,0.054,0.78,0.1376,10
model-1579336059,1579336115.778,0.94,0.0439,0.84,0.1449,10
model-1579336059,1579336115.921,0.96,0.0394,0.81,0.1552,10
model-1579336059,1579336116.064,0.9,0.0716,0.84,0.1536,10
model-1579336059,1579336116.215,0.94,0.074,0.88,0.1437,10
model-1579336059,1579336116.374,0.96,0.0305,0.81,0.1446,10
model-1579336059,1579336116.525,0.92,0.0633,0.81,0.1497,10
model-1579336059,1579336116.667,0.94,0.0538,0.81,0.152,10
model-1579336059,1579336116.81,0.9,0.0854,0.81,0.1564,10
model-1579336059,1579336116.958,0.96,0.0438,0.78,0.1605,10
model-1579336059,1579336117.117,0.88,0.0714,0.81,0.155,10
model-1579336059,1579336117.268,0.88,0.0803,0.81,0.148,10
model-1579336059,1579336117.411,0.96,0.0303,0.81,0.1458,10
model-1579336059,1579336117.553,0.92,0.0572,0.84,0.1444,10
model-1579336059,1579336117.696,0.92,0.0705,0.84,0.1479,10
model-1579336059,1579336117.838,0.98,0.0362,0.81,0.1613,10
model-1579336059,1579336117.98,0.96,0.0471,0.75,0.1863,10
model-1579336059,1579336118.122,0.98,0.0243,0.75,0.201,10
model-1579336059,1579336118.269,0.96,0.0508,0.75,0.1971,10
model-1579336059,1579336118.426,0.78,0.1208,0.78,0.1572,10
model-1579336059,1579336118.583,0.98,0.0272,0.78,0.1902,10
model-1579336059,1579336118.725,0.96,0.0412,0.72,0.244,10
model-1579336059,1579336118.869,0.94,0.0705,0.69,0.2559,10
model-1579336059,1579336119.01,0.9,0.0898,0.72,0.2337,10
model-1579336059,1579336119.153,0.98,0.0357,0.75,0.2099,10
model-1579336059,1579336119.307,0.9,0.0833,0.78,0.1665,10
model-1579336059,1579336119.464,0.98,0.0344,0.81,0.1608,10
model-1579336059,1579336119.62,0.98,0.0188,0.78,0.1645,10
model-1579336059,1579336119.762,0.96,0.0473,0.72,0.1927,10
model-1579336059,1579336119.879,0.91,0.0824,0.72,0.2157,10
model-1579336059,1579336120.025,0.9,0.0983,0.75,0.1929,11
model-1579336059,1579336120.179,0.88,0.0851,0.78,0.1579,11
model-1579336059,1579336120.337,0.8,0.1319,0.84,0.134,11
model-1579336059,1579336120.49,0.96,0.0299,0.84,0.1277,11
model-1579336059,1579336120.633,0.94,0.0367,0.81,0.1368,11
model-1579336059,1579336120.775,0.98,0.0394,0.75,0.1672,11
model-1579336059,1579336120.925,0.94,0.0707,0.72,0.1761,11
model-1579336059,1579336121.083,0.9,0.083,0.78,0.1518,11
model-1579336059,1579336121.238,0.98,0.0307,0.84,0.1327,11
model-1579336059,1579336121.38,0.98,0.029,0.81,0.1222,11
model-1579336059,1579336121.523,0.84,0.1174,0.88,0.1122,11
model-1579336059,1579336121.677,0.86,0.0863,0.88,0.1079,11
model-1579336059,1579336121.835,0.94,0.0456,0.78,0.1328,11
model-1579336059,1579336121.992,0.94,0.0561,0.75,0.1638,11
model-1579336059,1579336122.138,0.94,0.0553,0.72,0.1796,11
model-1579336059,1579336122.281,0.88,0.0958,0.72,0.1777,11
model-1579336059,1579336122.425,0.96,0.0412,0.78,0.18,11
model-1579336059,1579336122.581,0.88,0.0742,0.78,0.1877,11
model-1579336059,1579336122.74,0.92,0.0659,0.78,0.1902,11
model-1579336059,1579336122.898,0.96,0.0346,0.78,0.1812,11
model-1579336059,1579336123.054,0.92,0.0672,0.75,0.1718,11
model-1579336059,1579336123.196,0.92,0.0616,0.75,0.1688,11
model-1579336059,1579336123.337,0.9,0.0624,0.78,0.1668,11
model-1579336059,1579336123.496,0.96,0.0451,0.78,0.1637,11
model-1579336059,1579336123.653,1.0,0.0187,0.81,0.1609,11
model-1579336059,1579336123.806,0.96,0.0323,0.81,0.1577,11
model-1579336059,1579336123.949,0.98,0.0418,0.84,0.154,11
model-1579336059,1579336124.091,0.94,0.0267,0.78,0.1527,11
model-1579336059,1579336124.234,0.96,0.0362,0.75,0.1656,11
model-1579336059,1579336124.377,0.9,0.0567,0.72,0.197,11
model-1579336059,1579336124.53,0.94,0.0431,0.72,0.2253,11
model-1579336059,1579336124.688,0.96,0.0256,0.69,0.2396,11
model-1579336059,1579336124.842,0.92,0.0752,0.69,0.2146,11
model-1579336059,1579336124.985,0.94,0.054,0.72,0.1862,11
model-1579336059,1579336125.127,0.84,0.0996,0.78,0.1475,11
model-1579336059,1579336125.281,0.92,0.069,0.81,0.1604,11
model-1579336059,1579336125.409,0.89,0.0754,0.81,0.1607,11
model-1579336059,1579336125.568,0.9,0.0702,0.84,0.1444,12
model-1579336059,1579336125.722,0.92,0.0576,0.84,0.143,12
model-1579336059,1579336125.864,0.86,0.1043,0.81,0.1466,12
model-1579336059,1579336126.007,0.98,0.0239,0.81,0.1535,12
model-1579336059,1579336126.149,0.96,0.0437,0.81,0.1583,12
model-1579336059,1579336126.292,0.92,0.0603,0.78,0.173,12
model-1579336059,1579336126.447,0.94,0.0493,0.66,0.2086,12
model-1579336059,1579336126.604,0.88,0.074,0.66,0.2111,12
model-1579336059,1579336126.761,0.98,0.0284,0.69,0.2079,12
model-1579336059,1579336126.904,0.94,0.0581,0.75,0.1979,12
model-1579336059,1579336127.046,0.88,0.0837,0.72,0.1815,12
model-1579336059,1579336127.189,0.9,0.0822,0.78,0.1625,12
model-1579336059,1579336127.344,1.0,0.0089,0.78,0.1616,12
model-1579336059,1579336127.502,0.96,0.0552,0.81,0.1681,12
model-1579336059,1579336127.653,0.94,0.055,0.75,0.176,12
model-1579336059,1579336127.797,0.86,0.0948,0.75,0.1644,12
model-1579336059,1579336127.939,0.92,0.0547,0.84,0.1215,12
model-1579336059,1579336128.082,0.98,0.0293,0.84,0.1182,12
model-1579336059,1579336128.226,0.96,0.0392,0.78,0.1668,12
model-1579336059,1579336128.385,0.94,0.0538,0.75,0.1669,12
model-1579336059,1579336128.541,0.94,0.0347,0.78,0.1505,12
model-1579336059,1579336128.692,0.92,0.0628,0.81,0.1294,12
model-1579336059,1579336128.834,0.96,0.044,0.78,0.1197,12
model-1579336059,1579336128.988,0.94,0.0489,0.78,0.13,12
model-1579336059,1579336129.145,1.0,0.0088,0.81,0.1578,12
model-1579336059,1579336129.298,0.98,0.0275,0.81,0.1632,12
model-1579336059,1579336129.44,0.96,0.0489,0.81,0.1564,12
model-1579336059,1579336129.583,0.94,0.0457,0.81,0.1426,12
model-1579336059,1579336129.725,0.92,0.0447,0.81,0.1265,12
model-1579336059,1579336129.875,0.96,0.0398,0.78,0.1278,12
model-1579336059,1579336130.033,0.96,0.032,0.72,0.1642,12
model-1579336059,1579336130.186,1.0,0.0063,0.69,0.2109,12
model-1579336059,1579336130.329,0.96,0.0349,0.66,0.2293,12
model-1579336059,1579336130.472,0.96,0.0301,0.66,0.2155,12
model-1579336059,1579336130.614,0.94,0.0571,0.69,0.1723,12
model-1579336059,1579336130.767,0.82,0.1201,0.84,0.1146,12
model-1579336059,1579336130.895,0.86,0.0725,0.84,0.1169,12
model-1579336059,1579336131.055,0.92,0.0708,0.81,0.1398,13
model-1579336059,1579336131.2,0.96,0.0419,0.78,0.1698,13
model-1579336059,1579336131.343,0.84,0.1083,0.78,0.1716,13
model-1579336059,1579336131.485,0.92,0.0435,0.78,0.1522,13
model-1579336059,1579336131.639,0.94,0.05,0.84,0.1215,13
model-1579336059,1579336131.797,0.9,0.0564,0.88,0.0976,13
model-1579336059,1579336131.951,0.94,0.04,0.78,0.1192,13
model-1579336059,1579336132.095,0.96,0.0298,0.75,0.1574,13
model-1579336059,1579336132.238,0.98,0.0223,0.69,0.1812,13
model-1579336059,1579336132.388,0.92,0.0654,0.66,0.1912,13
model-1579336059,1579336132.545,0.82,0.1328,0.72,0.1789,13
model-1579336059,1579336132.698,0.84,0.1176,0.78,0.1546,13
model-1579336059,1579336132.841,0.98,0.0371,0.78,0.1557,13
model-1579336059,1579336132.983,0.96,0.0387,0.66,0.2197,13
model-1579336059,1579336133.131,0.88,0.0575,0.66,0.2446,13
model-1579336059,1579336133.289,0.9,0.0841,0.66,0.2359,13
model-1579336059,1579336133.443,0.88,0.0847,0.69,0.1924,13
model-1579336059,1579336133.585,0.9,0.0715,0.75,0.1485,13
model-1579336059,1579336133.728,0.88,0.0634,0.78,0.121,13
model-1579336059,1579336133.873,0.96,0.0296,0.84,0.112,13
model-1579336059,1579336134.031,0.98,0.0217,0.81,0.1166,13
model-1579336059,1579336134.189,0.98,0.0374,0.81,0.1293,13
model-1579336059,1579336134.333,0.9,0.0604,0.88,0.1253,13
model-1579336059,1579336134.475,0.9,0.0632,0.84,0.1113,13
model-1579336059,1579336134.617,0.92,0.0487,0.91,0.0975,13
model-1579336059,1579336134.759,0.96,0.0311,0.81,0.099,13
model-1579336059,1579336134.902,0.98,0.0318,0.81,0.1142,13
model-1579336059,1579336135.045,1.0,0.0126,0.78,0.1327,13
model-1579336059,1579336135.188,0.98,0.0407,0.78,0.1386,13
model-1579336059,1579336135.333,0.92,0.0601,0.78,0.1287,13
model-1579336059,1579336135.49,0.9,0.0598,0.81,0.1116,13
model-1579336059,1579336135.648,0.92,0.0542,0.78,0.1064,13
model-1579336059,1579336135.797,1.0,0.0067,0.78,0.1408,13
model-1579336059,1579336135.939,1.0,0.0104,0.75,0.1935,13
model-1579336059,1579336136.094,0.98,0.0319,0.75,0.1974,13
model-1579336059,1579336136.252,0.92,0.0663,0.75,0.1751,13
model-1579336059,1579336136.38,0.97,0.0228,0.81,0.1534,13
model-1579336059,1579336136.525,0.96,0.044,0.81,0.1353,14
model-1579336059,1579336136.668,0.9,0.0593,0.78,0.1127,14
model-1579336059,1579336136.811,0.94,0.0564,0.81,0.0997,14
model-1579336059,1579336136.968,0.98,0.0152,0.81,0.1011,14
model-1579336059,1579336137.126,0.98,0.025,0.81,0.1107,14
model-1579336059,1579336137.283,1.0,0.0072,0.78,0.1186,14
model-1579336059,1579336137.426,0.98,0.0208,0.78,0.1251,14
model-1579336059,1579336137.568,1.0,0.02,0.75,0.1266,14
model-1579336059,1579336137.711,0.96,0.0289,0.78,0.1259,14
model-1579336059,1579336137.854,1.0,0.0109,0.78,0.1238,14
model-1579336059,1579336138.006,1.0,0.0081,0.84,0.1211,14
model-1579336059,1579336138.165,0.98,0.0215,0.84,0.1181,14
model-1579336059,1579336138.323,1.0,0.0048,0.84,0.118,14
model-1579336059,1579336138.48,0.96,0.0369,0.84,0.1186,14
model-1579336059,1579336138.626,0.98,0.0233,0.84,0.1177,14
model-1579336059,1579336138.77,0.94,0.0532,0.88,0.1183,14
model-1579336059,1579336138.912,0.98,0.0095,0.81,0.1264,14
model-1579336059,1579336139.055,0.98,0.0195,0.78,0.1374,14
model-1579336059,1579336139.208,1.0,0.0152,0.78,0.1462,14
model-1579336059,1579336139.366,0.98,0.0146,0.78,0.1453,14
model-1579336059,1579336139.52,0.96,0.0429,0.81,0.1284,14
model-1579336059,1579336139.663,0.96,0.0395,0.84,0.1126,14
model-1579336059,1579336139.804,0.98,0.0207,0.88,0.1002,14
model-1579336059,1579336139.947,1.0,0.0072,0.91,0.0959,14
model-1579336059,1579336140.091,1.0,0.0017,0.91,0.0969,14
model-1579336059,1579336140.234,1.0,0.0091,0.88,0.0996,14
model-1579336059,1579336140.376,0.98,0.0247,0.88,0.0999,14
model-1579336059,1579336140.519,1.0,0.0087,0.84,0.1013,14
model-1579336059,1579336140.661,0.98,0.0104,0.81,0.1034,14
model-1579336059,1579336140.804,0.98,0.0236,0.81,0.1054,14
model-1579336059,1579336140.956,0.98,0.0117,0.81,0.1073,14
model-1579336059,1579336141.113,0.98,0.0078,0.81,0.1124,14
model-1579336059,1579336141.267,1.0,0.0061,0.78,0.1187,14
model-1579336059,1579336141.41,1.0,0.0022,0.75,0.1242,14
model-1579336059,1579336141.553,1.0,0.0079,0.75,0.1292,14
model-1579336059,1579336141.709,1.0,0.0091,0.78,0.1326,14
model-1579336059,1579336141.839,1.0,0.0032,0.78,0.1359,14
model-1579336059,1579336141.994,0.96,0.0253,0.75,0.1392,15
model-1579336059,1579336142.137,0.94,0.0474,0.78,0.1271,15
model-1579336059,1579336142.279,0.98,0.0236,0.84,0.1134,15
model-1579336059,1579336142.422,1.0,0.0109,0.84,0.1019,15
model-1579336059,1579336142.564,0.98,0.008,0.88,0.0976,15
model-1579336059,1579336142.706,1.0,0.0031,0.88,0.0979,15
model-1579336059,1579336142.857,1.0,0.0019,0.88,0.0996,15
model-1579336059,1579336143.015,1.0,0.0122,0.88,0.1018,15
model-1579336059,1579336143.168,0.98,0.0217,0.84,0.1033,15
model-1579336059,1579336143.31,0.98,0.0075,0.84,0.1035,15
model-1579336059,1579336143.452,0.98,0.0086,0.84,0.105,15
model-1579336059,1579336143.603,0.98,0.0193,0.84,0.105,15
model-1579336059,1579336143.76,1.0,0.0013,0.81,0.1057,15
model-1579336059,1579336143.916,0.98,0.0215,0.81,0.1076,15
model-1579336059,1579336144.059,0.98,0.0164,0.84,0.11,15
model-1579336059,1579336144.201,0.98,0.0238,0.84,0.1128,15
model-1579336059,1579336144.344,1.0,0.0014,0.88,0.1158,15
model-1579336059,1579336144.488,1.0,0.0063,0.88,0.1188,15
model-1579336059,1579336144.645,1.0,0.0086,0.81,0.1249,15
model-1579336059,1579336144.803,1.0,0.0022,0.81,0.1324,15
model-1579336059,1579336144.951,1.0,0.005,0.81,0.1382,15
model-1579336059,1579336145.093,0.98,0.0216,0.78,0.1419,15
model-1579336059,1579336145.236,0.98,0.0209,0.78,0.1425,15
model-1579336059,1579336145.381,1.0,0.0038,0.78,0.142,15
model-1579336059,1579336145.538,1.0,0.0008,0.81,0.1412,15
model-1579336059,1579336145.695,1.0,0.0073,0.78,0.1398,15
model-1579336059,1579336145.842,1.0,0.0033,0.81,0.1363,15
model-1579336059,1579336145.984,1.0,0.0032,0.84,0.1308,15
model-1579336059,1579336146.127,0.98,0.0136,0.84,0.1175,15
model-1579336059,1579336146.272,0.96,0.0279,0.88,0.1005,15
model-1579336059,1579336146.429,1.0,0.0083,0.91,0.0898,15
model-1579336059,1579336146.586,1.0,0.0012,0.91,0.0914,15
model-1579336059,1579336146.729,1.0,0.0008,0.84,0.1002,15
model-1579336059,1579336146.871,1.0,0.0059,0.84,0.1079,15
model-1579336059,1579336147.02,1.0,0.0006,0.84,0.1154,15
model-1579336059,1579336147.177,1.0,0.0029,0.84,0.1223,15
model-1579336059,1579336147.306,0.97,0.0295,0.84,0.1131,15
model-1579336059,1579336147.453,1.0,0.0023,0.84,0.1073,16
model-1579336059,1579336147.595,0.98,0.0213,0.84,0.1047,16
model-1579336059,1579336147.737,0.98,0.007,0.84,0.1059,16
model-1579336059,1579336147.887,1.0,0.0037,0.88,0.1061,16
model-1579336059,1579336148.045,1.0,0.0021,0.88,0.1066,16
model-1579336059,1579336148.198,1.0,0.0009,0.84,0.1078,16
model-1579336059,1579336148.34,1.0,0.0004,0.84,0.1097,16
model-1579336059,1579336148.483,1.0,0.0016,0.88,0.1121,16
model-1579336059,1579336148.64,1.0,0.0015,0.88,0.1143,16
model-1579336059,1579336148.797,1.0,0.0029,0.88,0.116,16
model-1579336059,1579336148.94,1.0,0.0013,0.88,0.1178,16
model-1579336059,1579336149.083,0.98,0.0139,0.88,0.1173,16
model-1579336059,1579336149.225,1.0,0.0004,0.88,0.1182,16
model-1579336059,1579336149.369,0.98,0.0218,0.84,0.1202,16
model-1579336059,1579336149.527,1.0,0.0047,0.81,0.1217,16
model-1579336059,1579336149.685,0.98,0.0204,0.81,0.1232,16
model-1579336059,1579336149.835,1.0,0.0004,0.81,0.1247,16
model-1579336059,1579336149.978,1.0,0.002,0.78,0.1266,16
model-1579336059,1579336150.121,1.0,0.0024,0.78,0.1293,16
model-1579336059,1579336150.273,1.0,0.0017,0.75,0.1334,16
model-1579336059,1579336150.431,1.0,0.0032,0.75,0.1362,16
model-1579336059,1579336150.588,0.98,0.0217,0.78,0.1383,16
model-1579336059,1579336150.733,1.0,0.0053,0.78,0.138,16
model-1579336059,1579336150.877,1.0,0.0015,0.81,0.1373,16
model-1579336059,1579336151.021,1.0,0.0009,0.84,0.136,16
model-1579336059,1579336151.177,1.0,0.0025,0.84,0.1345,16
model-1579336059,1579336151.336,1.0,0.0017,0.84,0.1344,16
model-1579336059,1579336151.481,1.0,0.0012,0.84,0.1348,16
model-1579336059,1579336151.623,1.0,0.0051,0.84,0.1317,16
model-1579336059,1579336151.776,0.98,0.0221,0.84,0.1277,16
model-1579336059,1579336151.935,1.0,0.0065,0.84,0.1219,16
model-1579336059,1579336152.085,1.0,0.0006,0.84,0.1153,16
model-1579336059,1579336152.227,1.0,0.0016,0.88,0.1089,16
model-1579336059,1579336152.37,1.0,0.0016,0.88,0.1048,16
model-1579336059,1579336152.528,1.0,0.0012,0.88,0.102,16
model-1579336059,1579336152.685,1.0,0.0012,0.88,0.1027,16
model-1579336059,1579336152.812,1.0,0.0008,0.88,0.1053,16
model-1579336059,1579336152.958,1.0,0.0041,0.81,0.1135,17
model-1579336059,1579336153.101,0.98,0.0219,0.81,0.1217,17
model-1579336059,1579336153.254,1.0,0.0024,0.78,0.1282,17
model-1579336059,1579336153.412,1.0,0.002,0.78,0.1321,17
model-1579336059,1579336153.568,1.0,0.0032,0.75,0.1276,17
model-1579336059,1579336153.712,1.0,0.0037,0.75,0.1205,17
model-1579336059,1579336153.857,1.0,0.0005,0.78,0.1139,17
model-1579336059,1579336154.012,1.0,0.0078,0.88,0.1021,17
model-1579336059,1579336154.169,1.0,0.0003,0.88,0.0952,17
