model-1579334766,1579335098.062,0.79,0.1646,0.78,0.1522,5
model-1579334766,1579335100.758,0.75,0.1596,0.78,0.1499,5
model-1579334766,1579335103.469,0.78,0.1572,0.81,0.1525,5
model-1579334766,1579335106.211,0.75,0.1862,0.84,0.1556,5
model-1579334766,1579335107.57,0.86,0.1115,0.81,0.1487,5
model-1579334766,1579335110.79,0.78,0.1615,0.81,0.1481,6
model-1579334766,1579335114.005,0.76,0.1706,0.84,0.1452,6
model-1579334766,1579335117.171,0.8,0.1403,0.84,0.1371,6
model-1579334766,1579335120.111,0.77,0.1484,0.81,0.143,6
model-1579334766,1579335123.391,0.78,0.1611,0.81,0.1458,6
model-1579334766,1579335126.6,0.75,0.1765,0.81,0.1447,6
model-1579334766,1579335129.63,0.83,0.1404,0.81,0.1434,6
model-1579334766,1579335132.91,0.79,0.1602,0.81,0.1406,6
model-1579334766,1579335135.771,0.75,0.1429,0.81,0.1422,6
model-1579334766,1579335138.912,0.83,0.1387,0.84,0.1387,6
model-1579334766,1579335141.627,0.75,0.1679,0.88,0.1374,6
model-1579334766,1579335144.323,0.82,0.1236,0.81,0.1366,6
model-1579334766,1579335147.012,0.81,0.14,0.84,0.138,6
model-1579334766,1579335149.691,0.71,0.1953,0.81,0.1432,6
model-1579334766,1579335152.448,0.81,0.1426,0.78,0.1427,6
model-1579334766,1579335155.133,0.78,0.1364,0.81,0.1388,6
model-1579334766,1579335157.837,0.84,0.143,0.84,0.1352,6
model-1579334766,1579335160.525,0.81,0.1639,0.84,0.1529,6
model-1579334766,1579335161.628,0.91,0.0907,0.84,0.1407,6
model-1579334766,1579335164.691,0.81,0.1418,0.81,0.1409,7
model-1579334766,1579335167.97,0.8,0.1554,0.81,0.1341,7
model-1579334766,1579335171.423,0.81,0.1206,0.84,0.132,7
model-1579334766,1579335174.956,0.81,0.1255,0.81,0.1424,7
model-1579334766,1579335178.508,0.83,0.1344,0.81,0.1349,7
model-1579334766,1579335181.779,0.78,0.1511,0.81,0.1382,7
model-1579334766,1579335184.538,0.84,0.1247,0.78,0.1407,7
model-1579334766,1579335187.249,0.82,0.1433,0.81,0.1395,7
model-1579334766,1579335189.922,0.83,0.1183,0.78,0.1429,7
model-1579334766,1579335193.054,0.84,0.1192,0.88,0.1308,7
model-1579334766,1579335196.65,0.79,0.1534,0.88,0.1228,7
model-1579334766,1579335200.036,0.82,0.112,0.88,0.123,7
model-1579334766,1579335203.343,0.86,0.1181,0.91,0.1192,7
model-1579334766,1579335206.621,0.77,0.161,0.88,0.1261,7
model-1579334766,1579335209.943,0.83,0.1212,0.84,0.1271,7
model-1579334766,1579335212.707,0.84,0.1163,0.88,0.121,7
model-1579334766,1579335215.417,0.85,0.1204,0.88,0.1234,7
model-1579334766,1579335218.118,0.81,0.1515,0.75,0.1579,7
model-1579334766,1579335219.24,0.91,0.0664,0.81,0.1454,7
model-1579334766,1579335222.47,0.84,0.1234,0.84,0.1325,8
model-1579334766,1579335225.45,0.84,0.1299,0.91,0.1172,8
model-1579334766,1579335229.147,0.85,0.0948,0.88,0.1217,8
model-1579334766,1579335232.534,0.89,0.1102,0.84,0.1252,8
model-1579334766,1579335235.878,0.88,0.1092,0.88,0.1212,8
model-1579334766,1579335239.128,0.8,0.1236,0.88,0.1289,8
model-1579334766,1579335243.063,0.85,0.1079,0.81,0.1357,8
model-1579334766,1579335246.429,0.84,0.1285,0.81,0.1357,8
model-1579334766,1579335249.802,0.87,0.0979,0.88,0.1298,8
model-1579334766,1579335253.03,0.87,0.0931,0.88,0.1204,8
model-1579334766,1579335256.476,0.81,0.1414,0.91,0.1124,8
model-1579334766,1579335260.166,0.88,0.0935,0.88,0.111,8
model-1579334766,1579335263.289,0.88,0.0862,0.88,0.1118,8
model-1579334766,1579335266.613,0.81,0.1339,0.91,0.115,8
model-1579334766,1579335269.821,0.88,0.106,0.91,0.1163,8
model-1579334766,1579335272.954,0.91,0.0864,0.91,0.1157,8
model-1579334766,1579335275.906,0.89,0.0934,0.88,0.1174,8
model-1579334766,1579335278.598,0.87,0.1263,0.75,0.1542,8
model-1579334766,1579335279.82,0.94,0.0424,0.69,0.173,8
model-1579334766,1579335283.368,0.85,0.1061,0.81,0.1435,9
model-1579334766,1579335287.131,0.83,0.1123,0.91,0.1259,9
model-1579334766,1579335290.595,0.9,0.0764,0.78,0.1418,9
model-1579334766,1579335293.669,0.9,0.0958,0.81,0.1379,9
model-1579334766,1579335296.796,0.93,0.0868,0.88,0.1309,9
model-1579334766,1579335300.159,0.91,0.0976,0.81,0.1438,9
model-1579334766,1579335303.936,0.87,0.0961,0.78,0.1489,9
model-1579334766,1579335306.776,0.88,0.1071,0.81,0.1414,9
model-1579334766,1579335309.511,0.9,0.0761,0.84,0.1331,9
model-1579334766,1579335312.191,0.94,0.0646,0.88,0.121,9
model-1579334766,1579335314.898,0.85,0.1183,0.91,0.1083,9
model-1579334766,1579335317.669,0.91,0.0752,0.94,0.1013,9
model-1579334766,1579335320.361,0.88,0.0765,0.91,0.1015,9
model-1579334766,1579335323.026,0.84,0.1047,0.88,0.1086,9
model-1579334766,1579335325.731,0.88,0.0917,0.88,0.1151,9
model-1579334766,1579335328.46,0.94,0.0686,0.88,0.1175,9
model-1579334766,1579335331.227,0.9,0.0751,0.88,0.1206,9
model-1579334766,1579335333.91,0.86,0.1188,0.81,0.1409,9
model-1579334766,1579335335.007,0.97,0.0286,0.78,0.1558,9
model-1579336059,1579336060.054,0.3,0.2544,0.47,0.4053,0
model-1579336059,1579336060.211,0.56,0.3489,0.47,0.2547,0
model-1579336059,1579336060.364,0.6,0.2431,0.47,0.2519,0
model-1579336059,1579336060.517,0.4,0.2551,0.53,0.2494,0
model-1579336059,1579336060.664,0.58,0.2481,0.53,0.2489,0
model-1579336059,1579336060.813,0.38,0.258,0.53,0.2493,0
model-1579336059,1579336060.96,0.46,0.2516,0.53,0.2497,0
model-1579336059,1579336061.109,0.44,0.251,0.47,0.2505,0
model-1579336059,1579336061.256,0.52,0.2496,0.47,0.254,0
model-1579336059,1579336061.405,0.54,0.2498,0.47,0.2522,0
model-1579336059,1579336061.556,0.48,0.2522,0.47,0.2505,0
model-1579336059,1579336061.708,0.56,0.2491,0.47,0.2507,0
model-1579336059,1579336061.855,0.42,0.2516,0.47,0.2506,0
model-1579336059,1579336062.003,0.5,0.2503,0.47,0.2504,0
model-1579336059,1579336062.149,0.48,0.2503,0.47,0.25,0
model-1579336059,1579336062.297,0.5,0.2499,0.53,0.2497,0
model-1579336059,1579336062.444,0.5,0.25,0.53,0.2495,0
model-1579336059,1579336062.592,0.5,0.2498,0.53,0.2492,0
model-1579336059,1579336062.743,0.48,0.2504,0.53,0.2492,0
model-1579336059,1579336062.892,0.54,0.2488,0.53,0.249,0
model-1579336059,1579336063.049,0.48,0.2501,0.53,0.2489,0
model-1579336059,1579336063.209,0.6,0.2471,0.53,0.2484,0
model-1579336059,1579336063.37,0.54,0.2481,0.53,0.248,0
model-1579336059,1579336063.526,0.54,0.2479,0.53,0.248,0
model-1579336059,1579336063.675,0.56,0.244,0.53,0.249,0
model-1579336059,1579336063.827,0.42,0.2632,0.53,0.2481,0
model-1579336059,1579336063.976,0.44,0.26,0.53,0.2477,0
model-1579336059,1579336064.124,0.58,0.2445,0.53,0.2479,0
model-1579336059,1579336064.281,0.54,0.2476,0.53,0.2482,0
model-1579336059,1579336064.441,0.54,0.2468,0.53,0.2484,0
model-1579336059,1579336064.599,0.44,0.2528,0.53,0.2487,0
model-1579336059,1579336064.757,0.34,0.2534,0.5,0.2492,0
model-1579336059,1579336064.915,0.56,0.249,0.66,0.2496,0
model-1579336059,1579336065.075,0.62,0.2495,0.59,0.2497,0
model-1579336059,1579336065.236,0.56,0.2499,0.5,0.2498,0
model-1579336059,1579336065.394,0.56,0.2498,0.5,0.2499,0
model-1579336059,1579336065.519,0.51,0.2498,0.47,0.25,0
model-1579336059,1579336065.671,0.7,0.2492,0.47,0.2501,1
model-1579336059,1579336065.82,0.56,0.2496,0.47,0.2502,1
model-1579336059,1579336065.969,0.6,0.2493,0.47,0.2502,1
model-1579336059,1579336066.118,0.4,0.2509,0.47,0.2502,1
model-1579336059,1579336066.266,0.42,0.2509,0.47,0.25,1
model-1579336059,1579336066.415,0.62,0.2487,0.47,0.2499,1
model-1579336059,1579336066.566,0.54,0.2492,0.47,0.2502,1
model-1579336059,1579336066.726,0.56,0.2485,0.47,0.2529,1
model-1579336059,1579336066.887,0.52,0.2506,0.47,0.255,1
model-1579336059,1579336067.048,0.54,0.2468,0.47,0.2543,1
model-1579336059,1579336067.206,0.48,0.2527,0.47,0.2506,1
model-1579336059,1579336067.362,0.56,0.2474,0.47,0.2497,1
model-1579336059,1579336067.505,0.42,0.2527,0.47,0.2498,1
model-1579336059,1579336067.647,0.5,0.2494,0.47,0.2501,1
model-1579336059,1579336067.79,0.48,0.2503,0.47,0.2502,1
model-1579336059,1579336067.932,0.5,0.25,0.47,0.2503,1
model-1579336059,1579336068.075,0.5,0.2501,0.47,0.2502,1
model-1579336059,1579336068.217,0.5,0.2498,0.47,0.2502,1
model-1579336059,1579336068.371,0.52,0.2498,0.47,0.2501,1
model-1579336059,1579336068.531,0.46,0.2503,0.47,0.2501,1
model-1579336059,1579336068.692,0.52,0.2497,0.47,0.25,1
model-1579336059,1579336068.852,0.4,0.2513,0.47,0.2499,1
model-1579336059,1579336069.012,0.46,0.2502,0.44,0.2497,1
model-1579336059,1579336069.156,0.46,0.2501,0.59,0.2494,1
model-1579336059,1579336069.3,0.54,0.2494,0.69,0.2489,1
model-1579336059,1579336069.442,0.56,0.2487,0.56,0.2483,1
model-1579336059,1579336069.584,0.52,0.2503,0.59,0.248,1
model-1579336059,1579336069.726,0.62,0.247,0.56,0.2473,1
model-1579336059,1579336069.869,0.54,0.2466,0.5,0.2466,1
model-1579336059,1579336070.012,0.56,0.241,0.53,0.2472,1
model-1579336059,1579336070.17,0.44,0.2715,0.56,0.2459,1
model-1579336059,1579336070.33,0.34,0.2674,0.53,0.2493,1
model-1579336059,1579336070.49,0.5,0.2491,0.47,0.2536,1
model-1579336059,1579336070.633,0.46,0.2521,0.47,0.2525,1
model-1579336059,1579336070.777,0.56,0.2446,0.47,0.2519,1
model-1579336059,1579336070.919,0.5,0.2484,0.44,0.2496,1
model-1579336059,1579336071.036,0.54,0.2474,0.47,0.2484,1
model-1579336059,1579336071.195,0.68,0.2396,0.44,0.2506,2
model-1579336059,1579336071.357,0.56,0.2419,0.47,0.2548,2
model-1579336059,1579336071.517,0.6,0.239,0.47,0.2622,2
model-1579336059,1579336071.673,0.4,0.2672,0.47,0.2578,2
model-1579336059,1579336071.815,0.42,0.2583,0.44,0.2485,2
model-1579336059,1579336071.975,0.6,0.2454,0.53,0.245,2
model-1579336059,1579336072.136,0.6,0.2445,0.53,0.2444,2
model-1579336059,1579336072.297,0.64,0.2452,0.59,0.2447,2
model-1579336059,1579336072.455,0.56,0.246,0.66,0.2449,2
model-1579336059,1579336072.598,0.64,0.246,0.69,0.2443,2
model-1579336059,1579336072.74,0.58,0.2457,0.72,0.2435,2
model-1579336059,1579336072.882,0.5,0.2519,0.72,0.2431,2
model-1579336059,1579336073.033,0.68,0.2434,0.66,0.2422,2
model-1579336059,1579336073.195,0.62,0.2425,0.62,0.241,2
model-1579336059,1579336073.355,0.58,0.2422,0.59,0.2401,2
model-1579336059,1579336073.505,0.58,0.244,0.62,0.2385,2
model-1579336059,1579336073.655,0.54,0.2493,0.69,0.237,2
model-1579336059,1579336073.813,0.58,0.2381,0.69,0.2355,2
model-1579336059,1579336073.966,0.44,0.2516,0.59,0.237,2
model-1579336059,1579336074.109,0.66,0.2284,0.62,0.2345,2
model-1579336059,1579336074.251,0.58,0.2406,0.72,0.232,2
model-1579336059,1579336074.4,0.62,0.2422,0.69,0.2315,2
model-1579336059,1579336074.558,0.62,0.2345,0.59,0.2361,2
model-1579336059,1579336074.707,0.58,0.2503,0.62,0.2351,2
model-1579336059,1579336074.857,0.62,0.2222,0.69,0.2284,2
model-1579336059,1579336075.017,0.7,0.2264,0.66,0.2271,2
model-1579336059,1579336075.177,0.6,0.2327,0.47,0.2684,2
model-1579336059,1579336075.335,0.5,0.2822,0.5,0.2456,2
model-1579336059,1579336075.496,0.54,0.2432,0.56,0.2298,2
model-1579336059,1579336075.653,0.64,0.2215,0.72,0.2282,2
model-1579336059,1579336075.796,0.48,0.2522,0.66,0.2318,2
model-1579336059,1579336075.941,0.5,0.2565,0.66,0.232,2
model-1579336059,1579336076.082,0.58,0.2313,0.72,0.2331,2
model-1579336059,1579336076.226,0.7,0.2208,0.69,0.2333,2
model-1579336059,1579336076.37,0.62,0.232,0.72,0.2332,2
model-1579336059,1579336076.513,0.62,0.2368,0.69,0.2328,2
model-1579336059,1579336076.631,0.57,0.2332,0.62,0.2328,2
model-1579336059,1579336076.778,0.66,0.2294,0.53,0.2344,3
model-1579336059,1579336076.937,0.7,0.2138,0.59,0.2376,3
model-1579336059,1579336077.096,0.62,0.2246,0.47,0.245,3
model-1579336059,1579336077.258,0.54,0.2348,0.53,0.2423,3
model-1579336059,1579336077.415,0.62,0.2116,0.53,0.2277,3
model-1579336059,1579336077.574,0.58,0.2404,0.69,0.2222,3
model-1579336059,1579336077.726,0.76,0.1906,0.69,0.2188,3
model-1579336059,1579336077.868,0.54,0.243,0.69,0.2189,3
model-1579336059,1579336078.012,0.68,0.1945,0.69,0.2194,3
model-1579336059,1579336078.154,0.72,0.2013,0.62,0.2242,3
model-1579336059,1579336078.297,0.62,0.2185,0.66,0.2243,3
model-1579336059,1579336078.44,0.64,0.2372,0.66,0.2255,3
model-1579336059,1579336078.587,0.72,0.1793,0.72,0.2159,3
model-1579336059,1579336078.73,0.66,0.2228,0.72,0.2158,3
model-1579336059,1579336078.873,0.74,0.1974,0.66,0.22,3
model-1579336059,1579336079.032,0.62,0.2386,0.66,0.2288,3
model-1579336059,1579336079.193,0.74,0.1753,0.69,0.2213,3
model-1579336059,1579336079.354,0.66,0.1965,0.69,0.2216,3
model-1579336059,1579336079.511,0.7,0.2031,0.69,0.2151,3
model-1579336059,1579336079.654,0.72,0.2024,0.69,0.2112,3
model-1579336059,1579336079.798,0.78,0.1591,0.72,0.2096,3
model-1579336059,1579336079.941,0.66,0.2075,0.75,0.2152,3
model-1579336059,1579336080.085,0.7,0.2018,0.62,0.2278,3
model-1579336059,1579336080.228,0.68,0.2347,0.72,0.2169,3
model-1579336059,1579336080.372,0.7,0.1845,0.66,0.2117,3
model-1579336059,1579336080.514,0.74,0.1614,0.59,0.236,3
model-1579336059,1579336080.656,0.76,0.1679,0.47,0.2807,3
model-1579336059,1579336080.803,0.58,0.2291,0.56,0.2536,3
model-1579336059,1579336080.956,0.72,0.1717,0.66,0.2201,3
model-1579336059,1579336081.1,0.66,0.1894,0.72,0.2225,3
model-1579336059,1579336081.254,0.6,0.2425,0.69,0.2295,3
model-1579336059,1579336081.397,0.54,0.2295,0.69,0.2188,3
model-1579336059,1579336081.54,0.74,0.185,0.62,0.2185,3
model-1579336059,1579336081.682,0.78,0.1789,0.62,0.2231,3
model-1579336059,1579336081.825,0.76,0.1756,0.59,0.2291,3
model-1579336059,1579336081.969,0.7,0.2224,0.59,0.2331,3
model-1579336059,1579336082.087,0.69,0.2295,0.53,0.2384,3
model-1579336059,1579336082.232,0.82,0.1664,0.47,0.2461,4
model-1579336059,1579336082.375,0.8,0.1481,0.44,0.2512,4
model-1579336059,1579336082.517,0.6,0.2645,0.44,0.254,4
model-1579336059,1579336082.66,0.7,0.1794,0.47,0.2489,4
model-1579336059,1579336082.806,0.7,0.1645,0.59,0.2389,4
model-1579336059,1579336082.951,0.74,0.1686,0.59,0.2364,4
model-1579336059,1579336083.093,0.78,0.1546,0.59,0.2386,4
model-1579336059,1579336083.24,0.72,0.1927,0.59,0.2428,4
model-1579336059,1579336083.383,0.8,0.1533,0.56,0.2433,4
model-1579336059,1579336083.526,0.78,0.1524,0.56,0.2458,4
model-1579336059,1579336083.669,0.82,0.1688,0.62,0.244,4
model-1579336059,1579336083.812,0.66,0.195,0.62,0.2494,4
model-1579336059,1579336083.955,0.8,0.1343,0.66,0.2418,4
model-1579336059,1579336084.099,0.76,0.1581,0.62,0.2604,4
model-1579336059,1579336084.241,0.76,0.1539,0.56,0.2784,4
model-1579336059,1579336084.384,0.6,0.2488,0.56,0.2737,4
model-1579336059,1579336084.526,0.74,0.1773,0.69,0.2475,4
model-1579336059,1579336084.669,0.76,0.1773,0.66,0.2419,4
model-1579336059,1579336084.819,0.72,0.1861,0.62,0.2404,4
model-1579336059,1579336084.98,0.78,0.1424,0.62,0.2425,4
model-1579336059,1579336085.14,0.74,0.1576,0.62,0.2445,4
model-1579336059,1579336085.3,0.8,0.1612,0.59,0.2445,4
model-1579336059,1579336085.451,0.74,0.1653,0.62,0.2391,4
model-1579336059,1579336085.594,0.7,0.1895,0.66,0.235,4
model-1579336059,1579336085.736,0.88,0.1262,0.66,0.2346,4
model-1579336059,1579336085.879,0.82,0.1396,0.62,0.2436,4
model-1579336059,1579336086.021,0.78,0.1525,0.5,0.2839,4
model-1579336059,1579336086.164,0.8,0.1456,0.59,0.2692,4
model-1579336059,1579336086.306,0.86,0.1125,0.62,0.2461,4
model-1579336059,1579336086.448,0.72,0.1614,0.75,0.2139,4
model-1579336059,1579336086.59,0.66,0.2141,0.72,0.2155,4
model-1579336059,1579336086.735,0.68,0.1937,0.62,0.2594,4
model-1579336059,1579336086.88,0.76,0.1717,0.59,0.2726,4
model-1579336059,1579336087.025,0.78,0.1669,0.59,0.2607,4
model-1579336059,1579336087.171,0.82,0.1462,0.62,0.2417,4
model-1579336059,1579336087.324,0.76,0.1731,0.75,0.2196,4
model-1579336059,1579336087.441,0.71,0.2019,0.72,0.2113,4
model-1579336059,1579336087.588,0.8,0.151,0.75,0.2154,5
model-1579336059,1579336087.733,0.84,0.1196,0.72,0.225,5
model-1579336059,1579336087.876,0.66,0.2448,0.56,0.2396,5
model-1579336059,1579336088.018,0.8,0.1295,0.59,0.2367,5
model-1579336059,1579336088.161,0.74,0.1452,0.69,0.2253,5
model-1579336059,1579336088.306,0.78,0.1565,0.69,0.2314,5
model-1579336059,1579336088.449,0.84,0.1274,0.56,0.2451,5
model-1579336059,1579336088.591,0.72,0.166,0.59,0.2397,5
model-1579336059,1579336088.734,0.84,0.1368,0.69,0.2244,5
model-1579336059,1579336088.877,0.8,0.1145,0.66,0.2176,5
model-1579336059,1579336089.019,0.82,0.1254,0.69,0.2161,5
model-1579336059,1579336089.161,0.7,0.178,0.69,0.223,5
model-1579336059,1579336089.304,0.84,0.1077,0.69,0.222,5
model-1579336059,1579336089.447,0.8,0.1304,0.69,0.2297,5
model-1579336059,1579336089.59,0.82,0.1265,0.69,0.2346,5
model-1579336059,1579336089.732,0.68,0.2154,0.69,0.2308,5
model-1579336059,1579336089.875,0.78,0.1372,0.69,0.2252,5
model-1579336059,1579336090.018,0.74,0.1585,0.66,0.2347,5
model-1579336059,1579336090.161,0.74,0.1632,0.62,0.2337,5
model-1579336059,1579336090.303,0.82,0.1309,0.59,0.2289,5
model-1579336059,1579336090.447,0.82,0.1185,0.62,0.2255,5
model-1579336059,1579336090.59,0.76,0.1602,0.66,0.226,5
model-1579336059,1579336090.732,0.82,0.1344,0.62,0.226,5
model-1579336059,1579336090.874,0.78,0.1787,0.56,0.2474,5
model-1579336059,1579336091.017,0.84,0.1096,0.56,0.2672,5
model-1579336059,1579336091.161,0.8,0.1179,0.59,0.2699,5
model-1579336059,1579336091.304,0.82,0.1234,0.59,0.2661,5
model-1579336059,1579336091.447,0.88,0.1035,0.72,0.2214,5
model-1579336059,1579336091.594,0.86,0.0985,0.72,0.2141,5
model-1579336059,1579336091.736,0.84,0.1394,0.72,0.212,5
model-1579336059,1579336091.879,0.74,0.166,0.66,0.2389,5
model-1579336059,1579336092.021,0.8,0.127,0.59,0.2862,5
model-1579336059,1579336092.164,0.76,0.1876,0.62,0.2605,5
model-1579336059,1579336092.312,0.82,0.1424,0.72,0.2197,5
model-1579336059,1579336092.471,0.88,0.1164,0.72,0.2031,5
model-1579336059,1579336092.629,0.86,0.135,0.72,0.2012,5
model-1579336059,1579336092.759,0.8,0.1849,0.72,0.2035,5
model-1579336059,1579336092.905,0.86,0.1203,0.72,0.2227,6
model-1579336059,1579336093.049,0.84,0.1066,0.59,0.243,6
